1159;新樹公園;32;8;新莊區;25.003383;121.433154;新樹路627號對面;Xinzhuang Dist.;Xinshu Park;No.627, Xinshu Rd. (opposite);
1160;中和環球購物中心;40;24;中和區;25.006367;121.474223;中山路三段130號;Zhonghe Dist.;Zhonghe Global Mall;No.130, Sec. 3, Zhongshan Rd.;
1161;楓樹腳公園;36;8;泰山區;25.061938;121.434939;楓江路26巷26號前人行道;Taishan Dist.;Fengshujiao Park;No.26, Ln. 26, Fengjiang Rd.;
1162;厚德公園;36;5;三重區;25.071988;121.491200;忠孝路一段37號;Sanchong Dist.;Houde Park;No.37, Sec. 1, Zhongxiao Rd.;
1163;板橋信義公園;40;8;板橋區;24.996183;121.456476;四川路二段6號對面;Banqiao Dist.;Banqiao Xinyi Park;No.6, Sec. 2, Sichuan Rd. (opposite);
1164;國光里(國光路);34;5;板橋區;25.017755;121.458308;國光路76號旁;Banqiao Dist.;Guoguang Village (Guoguang Rd.);No.76, Guoguang Rd.;
1165;民生長江路口;36;2;板橋區;25.030904;121.463596;民生路三段/長江路一段(64高架橋下方);Banqiao Dist.;Minsheng & Changjiang Intersection;Sec. 3, Minsheng Rd./Sec. 1, Changjiang Rd.;
1166;華福市民活動中心;36;7;中和區;24.995482;121.467525;民德路296號對面停車格位;Zhonghe Dist.;Huafu Civil Activity Center;No.296, Minde Rd. (opposite);
1167;浮洲合宜住宅(合安一路);34;17;板橋區;24.999329;121.446343;合安一路/大觀路二段153巷;Banqiao Dist.;Fujhou Appropriate House ( He-an 1st. Road );1st Rd./Ln. 153, Sec. 2, Daguan Rd.;
1168;建福公園;38;21;新莊區;25.027694;121.426685;建福路/建福路49巷;Xinzhuang Dist.;Jianfu Park;Jianfu Rd./Ln. 49, Jianfu Rd.;
1169;水河里活動中心;52;20;蘆洲區;25.093949;121.473913;民族路408巷/復興路323巷;Luzhou Dist.;Shuei He Village Activity Center;Ln. 408, Minzu Rd./Ln. 323, Fuxing Rd.;
1170;金城延和路口;38;15;土城區;24.989155;121.470454;金城路三段/延和路(土城台電變電站);Tucheng Dist.;Jincheng & Yanhe Intersection;Sec. 3, Jincheng Rd./Yanhe Rd.;
1171;國光公園;36;6;板橋區;25.019828;121.453852;中正路325巷/中正路341巷;Banqiao Dist.;Guoguang Park;Ln. 325, Zhongzheng Rd./Ln. 341, Zhongzheng Rd.;
1172;樹林火車站(後站);52;29;樹林區;24.992553;121.424652;後站街6巷11號對面;Shulin Dist.;Shulin Railway Rear Station;No.11, Ln. 6, Houzhan St. (opposite);
1173;文林國小;32;21;樹林區;24.997856;121.426360;千歲街59號;Shulin Dist.;Wenlin Elementary School;No.59, Qiansui St.;
1174;土城綜合體育場;44;3;土城區;24.983671;121.454211;裕民路195巷旁;Tucheng Dist.;Tucheng Sports Field;Ln. 195, Yumin Rd.;
1175;板橋福德公園;32;3;板橋區;25.011498;121.467415;新站路1號對面;Banqiao Dist.;Banqiao Fude Park;No.1, Xinzhan Rd. (opposite);
1176;光華公園;32;12;樹林區;25.005412;121.413157;保安街2段259號對面;Shulin Dist.;Guanghua Park;No.259, Sec. 2, Bao’an St. (opposite);
1177;樹林大安活動中心;36;6;樹林區;24.986391;121.414770;備前街/復興路372巷口;Shulin Dist.;Shulin Da'an Activity Center;Beiqian St./Ln. 372, Fuxing Rd.;
1178;三民中山一路口;36;1;蘆洲區;25.082229;121.476004;三民路8號前;Luzhou Dist.;Sanmin & Zhongshan 1st Rd. Intersection;No.8, Sanmin Rd.;
1179;義學國小;34;1;泰山區;25.051762;121.431669;民生路33號對面人行道;Taishan Dist.;Yixue Elementary School;No.33, Minsheng Rd. (opposite);
1180;自然公園;34;3;三重區;25.089840;121.487987;如意街/集賢路口;Sanchong Dist.;Natural Park;Ruyi St./Jixian Rd.;
1181;板林溪北路口;46;11;板橋區;24.990555;121.426350;板林路/溪北路;Banqiao Dist.;Banlin & Xibei Intersection;Banlin Rd./Xibei Rd.;
1182;新北市藝文中心;42;3;板橋區;25.026542;121.472279;莊敬路/文化路2段182巷;Banqiao Dist.;New Taipei City Art Center;Zhuangjing Rd./Ln. 182, Sec. 2, Wenhua Rd.;
1183;大安中央路口;32;19;土城區;24.965619;121.432610;大安路/中央路三段;Tucheng Dist.;Da'an & Zhongyang Intersection;Da’an Rd./Sec. 3, Zhongyang Rd.;
1184;中和地政事務所;28;5;中和區;24.990393;121.502397;復興路280號;Zhonghe Dist.;Zhonghe Land Office;No.280, Fuxing Rd.;
1185;華夏科技大學;42;16;中和區;24.980672;121.507652;工專路111號;Zhonghe Dist.;Hwa Hsia University of Technology;No.111, Gongzhuan Rd.;
1186;同興公園;34;3;泰山區;25.055188;121.432128;仁義路15號對面;Taishan Dist.;Tongxing Park;No.15, Renyi Rd. (opposite);
1187;新五泰國民運動中心;30;10;泰山區;25.055865;121.434262;全興路214號對面;Taishan Dist.;Xinwutai  Civil Sports Center;No.214, Quanxing Rd. (opposite);
1188;溪洲公園停車場;36;1;板橋區;24.986723;121.426820;溪崑二街145號;Banqiao Dist.;Xizhou Park;No.145, Xikun 2nd St.;
1189;崑崙公園;38;8;板橋區;24.993406;121.429636;大觀路三段212巷70號對面;Banqiao Dist.;Kunlun Park;No.70, Aly. 212, Sec. 3, Daguan Rd. (opposite);
1190;捷運海山站(3號出口);40;9;土城區;24.986923;121.449335;土城區海山路46號對面機車格位;Tucheng Dist.;MRT Haishan Sta.(Exit 3);No.46, Haishan Rd. (opposite);
1191;興化公園;38;28;新莊區;25.065234;121.461115;五工二路/五工三路50巷;Xinzhuang Dist.;Xinhua Park;Wugong 2nd Rd./Ln. 50, Wugong 3rd Rd.;
1192;潤泰社區;36;30;板橋區;25.017953;121.479375;板橋區三民路二段35巷口;Banqiao Dist.;Runtai Community;Ln. 35, Sec. 2, Sanmin Rd.;
1194;秀朗成功路口;40;0;中和區;24.995821;121.526550;秀朗路三段 / 成功路二段;Zhonghe Dist.;Xiulang & Chenggong Intersection;Sec. 3, Xiulang Rd./Sec. 2, Chenggong Rd.;
1195;板橋國中;54;13;板橋區;25.024903;121.454310;中正路441號前人行道;Banqiao Dist.;Banqiao Junior High School;No.441, Zhongzheng Rd.;
1196;永豐公園活動中心;32;5;板橋區;25.021127;121.476853;板橋區永豐街221號;Banqiao Dist.;Yongfeng  Park Activity Center;No.221, Yongfeng St.;
1197;義仁市民活動中心;36;5;泰山區;25.050479;121.427667;新北市泰山區明志路二段177號;Taishan Dist.;Yiren civil activity center;No.177, Sec. 2, Mingzhi Rd.;
1198;鶯歌國中;34;8;鶯歌區;24.951734;121.342963;建國路420號對面人行道;Yingge Dist.;Yingge Junior High School;No.420, Jianguo Rd.(opposite);
1199;捷運迴龍站(3號出口);60;26;新莊區;25.022760;121.413053;中正路/中正路746巷;Xinzhuang Dist.;MRT Huilong Sta.(Exit 3);Zhongzheng Rd./Ln. 746, Zhongzheng Rd.;
1200;捷運先嗇宮站(2號出口);50;15;三重區;25.046068;121.470987;重新路五段515號;Sanchong Dist.;MRT Xianse Temple Sta.(Exit.2);No.515, Sec. 5, Chongxin Rd.;
1201;鶯歌火車站(仁愛路);58;35;鶯歌區;24.955591;121.354376;仁愛路55號對側人行道;Yingge Dist.;Yingge Railway Station(Ren’ai  Rd.);No.55, Ren’ai Rd., Yingge Dist.(opposite);
1202;建國育英路口;50;16;鶯歌區;24.952761;121.347193;鶯歌區建國路/育英街口機車停車場內;Yingge Dist.;Chienkuo & Yuying Intersection;Jianguo Rd./Yuying St.;
1203;鶯歌陶瓷老街;44;28;鶯歌區;24.952226;121.351035;鶯歌區尖山埔路/國慶街(停車場內);Yingge Dist.;Yingge ceramics old street;Jianshanpu Rd./Guoqing St.;
1204;立泰里(中環路二段);40;7;新莊區;25.045676;121.442133;新莊區中環路二段423號(對面橋下);Xinzhuang Dist.;Litai Village(Zhonghuan Rd. Sec. 2);No.423, Sec. 2, Zhonghuan Rd.(opposite);
1206;新北市立鶯歌陶瓷博物館;40;24;鶯歌區;24.949549;121.352832;鶯歌區文化路407號;Yingge Dist.;New Taipei City Yingge Ceramics  Museum;No.407, Wenhua Rd.;
1208;尖山公園;44;16;鶯歌區;24.948220;121.345767;鶯歌區尖山路161號對面;Yingge Dist.;Jianshan Park;No.161, Jianshan Rd.(opposite);
1210;樹林區衛生所;38;17;樹林區;24.983768;121.415032;新北市樹林區中山路二段80-1號對面機車停車格;Shulin Dist.;Shulin District Public Health Center;No.80-1, Sec. 2, Zhongshan Rd.(opposite);
1211;溪墘公園;36;16;蘆洲區;25.079969;121.476205;信義路73巷2號對面公園人行道;Luzhou Dist.;Si Cian Park;No.2, Ln. 73, Xinyi Rd.(oppsite);
1212;育德國小;34;13;樹林區;24.970656;121.392602;育德街13號對面人行道;Shulin Dist.;Yude Elementary School;No.13, Yude St.(oppsite);
1213;彭福國小;40;18;樹林區;24.980335;121.423104;國凱街130號對面;Shulin Dist.;Pengfu Elementary School;No.130, Guokai St.(oppsite);
1214;民享藝文特區;36;4;中和區;25.003435;121.475345;民治街120號對面人行道;Zhonghe Dist.;Minxiang Art Zone;No.120, Minzhi St.(oppsite);
1215;億光電子(樹林高中);40;9;樹林區;24.983567;121.423601;中華路 / 樹中二街口(學校側門對面人行道);Shulin Dist.;Everlight Electronics Co.,Ltd (Shulin Senior High School);Zhonghua Rd./Shuzhong 2nd St.(oppsite);
1216;捷運永寧站(2號出口);44;27;土城區;24.965783;121.436227;承天路11號對面;Tucheng Dist.;MRT Yungning Sta.(EXIT 2);No.11, Chengtian Rd.(oppsite);
1218;長壽親子公園;38;3;樹林區;24.991853;121.421371;樹德街35號對面(公園內縮空間);Shulin Dist.;Changshou Parent-child Park;No.35, Shude St.(oppsite);
1219;新市國小;36;10;淡水區;25.185313;121.444332;中山北路二段189巷2號對面人行道(新市國小);Tamsui Dist.;Xinshi Elementary School;No.2, Ln. 189, Sec. 2, Zhongshan N. Rd.(oppsite);
1220;新北市立圖書館鶯歌分館;36;15;鶯歌區;24.957195;121.349704;中山路150號(圖書館內停車場);Yingge Dist.;New Taipei City Library Yingge Branch;No.150, Zhongshan Rd.;
1221;德音國小;36;17;五股區;25.071515;121.435670;明德路2號(德音國小成泰路路側人行道);Wugu Dist.;Teyin Elementery School;No.2, Mingde Rd.(oppsite);
1222;中山北新春街口;40;5;淡水區;25.180345;121.444742;中山北路一段/新春街(東南側)(公園籃球場前人行道);Tamsui Dist.;Zhongshan North & Xinchun Intersection;Sec. 1, Zhongshan N. Rd./Xinchun St.;
1223;正德國中;44;2;淡水區;25.178512;121.447874;北新路116號對面人行道(正德國中);Tamsui Dist.;Zhengde Junior High School;No.116, Beixin Rd.(oppsite);
1224;金城立體停車場;42;3;土城區;24.984102;121.458595;金城路2段266號;Tucheng Dist.;Jincheng Parking Lot;No.266, Sec. 2, Jincheng Rd.;
1225;先嗇宮;40;28;三重區;25.051190;121.476007;五谷王北街77號(後方停車場旁人行道);Sanchong Dist.;Xianse Temple;No.77, Wuguwang N. St.;
1227;光興國小;36;2;三重區;25.060339;121.500103;光興街/文化南路口(西南側)(光興街路側);Sanchong Dist.;Guangxing Elementary School;Guangxing St./Wenhua S. Rd.;
1229;景安板南路口;30;0;中和區;24.992249;121.504443;景安路與板南路口(西南側三角公園);Zhonghe Dist.;Jing’an / Bannan Intersection;Jing’an Rd./Bannan Rd.;
1230;新月橋;50;1;新莊區;25.032300;121.450011;瓊林路1號旁(碧江公園旁);Xinzhuang Dist.;Crescent Bridge;No.1, Qionglin Rd.;
1231;修德國小;42;11;三重區;25.065295;121.490450;民生街74號對面人行道;Sanchong Dist.;Sioude Elementary School;No.74, Minsheng St.(oppsite);
1234;鴨母港抽水站;40;0;蘆洲區;25.082935;121.456728;永安南路二段334號(對面人行道);Luzhou Dist.;Yamugang Pumping Station;No.334, Sec. 2, Yong’an S. Rd.;
1235;捷運淡水站;106;52;淡水區;25.168826;121.444183;淡水區公明街73巷6號前(淡水老街廣場);Tamsui Dist.;MRT Tamsui Station;No.6, Ln. 73, Gongming St.;
1236;安成安德街口;36;4;新店區;24.961147;121.509988;安成街26號至36號對面;Xindian Dist.;Ancheng & Ande Intersection;No.26 ~ No.36, Ancheng St.(oppsite);
1238;捷運竹圍站;46;7;淡水區;25.137658;121.460112;民權路105號-115號前人行道;Tamsui Dist.;MRT Zhuwei Station;No.105 ~ No.115, Minquan Rd.;
0001;捷運市政府站(3號出口);180;135;信義區;25.0408578889;121.567904444;忠孝東路/松仁路(東南側);Xinyi Dist.;MRT Taipei City Hall Stataion(Exit 3)-2;The S.W. side of Road Zhongxiao East Road & Road Chung Yan.;
0002;捷運國父紀念館站(2號出口);48;3;大安區;25.041;121.556945;忠孝東路四段/光復南路口(西南側);Daan Dist.;MRT S.Y.S Memorial Hall Stataion(Exit 2.);Sec,4. Zhongxiao E.Rd/GuangFu S. Rd;
0003;台北市政府;40;26;信義區;25.0377972222;121.565169444;台北市政府東門(松智路);Xinyi Dist.;Taipei City Hall;Taipei City Government Eastgate (Song Zhi Road);
0004;市民廣場;60;45;信義區;25.0360361111;121.562325;市府路/松壽路(西北側);Xinyi Dist.;Citizen Square;The N.W. side of Road Shifu & Road Song Shou.;
0005;興雅國中;60;46;信義區;25.0365638889;121.5686639;松仁路/松仁路95巷(東南側);Xinyi Dist.;Xingya Jr. High School;;
0006;世貿二館;80;54;信義區;25.0347361111;121.565658333;松智路/松廉路(東北側);Xinyi Dist.;TWTC Exhibition Hall 2;The N.E. side of Road Song Zhi & Road Song Lian.;
0007;信義廣場(台北101);80;73;信義區;25.0330388889;121.565619444;松智路/信義路(東北側);Xinyi Dist.;Xinyi Square(Taipei 101);The N.E. side of Road Song Zhi & Road Xinyi.;
0008;世貿三館;60;31;信義區;25.0352138889;121.563688889;市府路/松壽路(東南側);Xinyi Dist.;TWTC Exhibition Hall 3;The S.E. side of Road Shifu & Road Song Shou.;
0009;松德站;40;17;信義區;25.03159;121.574353;台北市信義區松德路300號;Xinyi Dist.;Songde;No.300, Songde Rd.(32);
0010;台北市災害應變中心;54;9;信義區;25.0286611111;121.566116667;台北市信義區莊敬路391巷11弄2號;Xinyi Dist.;Emergency Operations Center of Taipei City;No.2, Aly. 11, Ln. 391, Zhuangjing Rd.;
0011;三張犁;66;17;信義區;25.034937;121.55762;光復南路/基隆路一段364巷;Xinyi Dist.;Sanchangli;The S.E. side of Road Guangfu South & Ln. 346, Sec. 1, Keelung Rd.;
0012;臺北醫學大學;34;0;信義區;25.026679;121.561747;台北醫學大學(吳興街220巷59弄);Xinyi Dist.;Taipei Medical University;Aly. 59, Ln. 220, Wuxing St.;
0013;福德公園;66;0;信義區;25.03809;121.58367;大道路/福德街路口北西側;Xinyi Dist.;Fude Park;The N.W. side of Road Dadao & St. Fude.;
0014;榮星花園;32;15;中山區;25.06424;121.54037;五常街/龍江路口(西南側);Zhongshan Dist.;Rongxing Park;The S.W. side of St.Wuchang & Road Longjiang.;
0015;饒河夜市;60;4;松山區;25.049845;121.571885;八德路/松信路(西南側);Songshan Dist.;Raohe Night Market;The S.W. side of Road Bade & Road SongXiny.;
0016;松山家商;48;18;信義區;25.036084;121.579135;林口街/福德街(南東側);Xinyi Dist.;Songshan Vocational High School;The S.E. side of St. Linkou & St. Fude.;
0017;民生光復路口;34;11;松山區;25.05840;121.55504;光復北路/民生東路(西北側);Songshan Dist.;Minsheng & Guangfu Intersection;The N.W. side of Road Guangfu S & Road Minsheng E.;
0018;社教館;38;11;松山區;25.048268;121.552278;八德路三段25號前;Songshan Dist.;Taipei Cultural Center;No.25, Sec. 3, Bade Rd.;
0019;中強公園;30;6;信義區;25.02863;121.56981;松仁路153巷17號對面;Xinyi Dist.;Zhongqiang Park;No.17, Ln. 153, Songren Rd;
0020;捷運科技大樓站;78;13;大安區;25.025896;121.543293;科技大樓站對面(復興南路2段西側);Daan Dist.;MRT Technology Bldg. Sta.;No.235, Sec. 2, Fusing S. Rd.;
0021;民生敦化路口;66;36;松山區;25.057985;121.548982;敦化民生路口公車站旁;Songshan Dist.;Minsheng & Dunhua Intersection;The side of bus stop- Dunhua Minsheng Intersection.;
0022;松山車站;44;1;松山區;25.048616;121.578095;松山車站西出口外自行車格內;Songshan Dist.;Songshan Rail Sta.;Bicycle parking lot- West exit in Songshan station;
0023;東新國小;32;2;南港區;25.055074;121.602798;東新國小側門(東明街62號前);Nangang Dist.;Dongxin Elementary School;A side entrance of Dongxin Elementery School(front of No. 62, Dongxin St.);
0024;信義建國路口;46;25;大安區;25.032981;121.537328;信義路三段/建國南路二段(西南側);Daan Dist.;Xinyi & Jianguo Intersection;The N.S. side of Lianyun St. & Sec. 2, Xinyi Rd.;
0025;永吉松信路口;30;2;信義區;25.04543;121.57205;松信路/永吉路南西側人行道;Xinyi Dist.;Yongji & Songxin Intersection;The sidewalk- the S.W. side of Songxin Rd. & Yongji Rd.;
0026;捷運昆陽站(1號出口);42;7;南港區;25.050142;121.592375;捷運昆陽站1號出口外停車場旁;Nangang Dist.;MRT Kunyang Sta. (Exit 1);The side of parking lots in the MRT Kunyang station (exit 1);
0027;捷運南港展覽館站(5號出口);26;13;南港區;25.05469;121.61669;研究院路/市民大道(東北側);Nangang Dist.;MRT Nangang Exhibition Center Sta. (Exit 5);The N.E side of Academia Rd. & Shihmin Blvd.;
0028;五常公園;36;2;信義區;25.04814;121.57467;松隆路/虎林街30巷口(西南側);Xinyi Dist.;Wuchang Park;The S.W side of Songlong Rd. & Hulin St.;
0029;金山愛國路口;54;20;大安區;25.03164;121.52655;愛國東路/金山南路(西南側);Daan Dist.;Jinshan & Aiguo Intersection;The S.W side of Aiguo St. & Jinshan Rd.;
0030;基隆長興路口;74;1;大安區;25.017054;121.544352;基隆路/長興街(東南側);Daan Dist.;Keelung & Changxing Intersection;The S.W side of Keelung Rd. & Changsing St.;
0031;辛亥新生路口;30;0;大安區;25.022413;121.53456;辛亥路/新生南路(高架橋下);Daan Dist.;Xinhai & Xinsheng Intersection;Under the bridge- Sinhai Rd. & Shinsheng S. Rd.;
0032;捷運六張犁站;30;1;大安區;25.023884;121.553161;捷運出口外和平東路側;Daan Dist.;MRT Liuzhangli Sta.;The outside of the MRT exit and the side of Heping E. Rd.;
0033;中崙高中;46;13;松山區;25.04878;121.56087;八德路四段91巷(中崙高中)旁;Songshan Dist.;Zhonglun High School;The side of Ln. 91, Sec. 4, Bade Rd. ( beside Zhong-Lun High School);
0034;捷運行天宮站(1號出口);32;7;中山區;25.058369;121.532934;捷運行天宮1號出口後方(松江路側);Zhongshan Dist.;MRT Xingtian Temple Sta. (Exit 1);The side of Songjiang Rd.(the exit 1 of the MRT station of Xingtian Temple);
0035;捷運行天宮站(3號出口);30;0;中山區;25.059978;121.533302;捷運行天宮站3號出口站外;Zhongshan Dist.;MRT Xingtian Temple Sta. (Exit 3);The outside of the MRT station of Xingtian Temple.;
0036;臺大資訊大樓;72;27;大安區;25.02101;121.54153;辛亥路二段(臺大外語學院外);Daan Dist.;NTU Information Bldg.;Sec. 2, Xinghai Rd. (the outside ofLanguage Center of National Taiwan University);
0037;捷運東門站(4號出口);46;17;大安區;25.033700;121.529166;信義路/麗水街口;Daan Dist.;MRT Dongmen Sta. (Exit 4);Ren’ai Rd. & Lishuei St.;
0038;臺灣師範大學(圖書館);34;16;大安區;25.02665;121.52889;和平東路/師大路口(北側);Daan Dist.;NTNU Library;The N. side of Heping E. Rd. & Shihda Rd.;
0039;南港世貿公園;26;15;南港區;25.058;121.61422;三重路/經貿二路88巷(東北側);Nangang Dist.;Nangang Park;The N.E. side of Sanchong Rd. & Ln. 88, Jingmao 2nd Rd.;
0040;玉成公園;34;0;南港區;25.04287;121.58640;玉成街247號前;Nangang Dist.;Yucheng Park;The front of No. 247, Yucheng St.;
0041;中研公園;30;14;南港區;25.047425;121.613706;研究院路二段12巷/研究院路二段12巷58弄(西南側);Nangang Dist.;Academia Park;The S.W side of Ln. 12, Sec. 2, Academia Rd. & Aly. 58, Ln. 12, Sec. 2, Academia Rd.;
0042;捷運後山埤站(1號出口);38;9;南港區;25.04431;121.58174;中坡北路/忠孝東路五段(西北側);Nangang Dist.;MRT Houshanpi Sta.(Exit 1);The S.W side of Jhongsiao E. Rd. & Jhongpo N. Rd.;
0043;凌雲市場;36;20;南港區;25.035639;121.614154;研究院路三段68巷/凌雲街(東北側);Nangang Dist.;Linyun Market;The N.E. side of St. Lingyun & Academia Rd.;
0044;捷運南港軟體園區站(2號出口);36;9;南港區;25.05973;121.616187;捷運南港軟體園區站2號出口外;Nangang Dist.;MRT Nangang Software Park Sta.(Exit 2);The outside of the MRT station exit 2 of Taipei Nangang Exhibition Center;
0045;捷運公館站(2號出口);30;7;大安區;25.01476;121.534538;羅斯福路四段/舟山路(東北側);Daan Dist.;MRT Gongguan Sta.(Exit 2);The N.W. side of Roosevelt Rd.& Sinhai Rd.;
0046;南港國小;44;28;南港區;25.05646;121.611027;惠民街/興東街(南側停車場);Nangang Dist.;Nangang Elementary School;The opposite of parking lots of exit Singdong St. (Nan-Gang Elementary School);
0047;捷運忠孝新生(3號出口);40;8;大安區;25.041924;121.533862;捷運忠孝新生(3號出口);Daan Dist.;MRT Zhongxiao Xinsheng Sta.(Exit 3);The intersection of Sec. 3, Zhongxiao E. Rd. & Ln. 10, Sec. 3, Zhongxiao E. Rd.;
0048;南港車站;38;19;南港區;25.05247;121.608202;忠孝東路七段與忠孝東路七段415巷交叉口;Nangang Dist.;Nangang Rail Sta.;The intersection of Sec. 7, Zhongxiao E. Rd. & Ln. 415, Sec. 7, Zhongxiao E. Rd;
0049;龍門廣場;52;6;大安區;25.040901;121.548252;忠孝東路/敦化南路(西南側廣場）;Daan Dist.;Longmen Square;Sec. 1, Dunhua S. Rd. & Ln. 236, Sec. 1, Dunhua S. Rd.;
0050;民權運動公園;52;22;松山區;25.062002;121.560186;民權東路四段/新中街交叉口;Songshan Dist.;MinQuan Park;The intersection of Sec. 4, Mincyuan E. Rd. & Xinzhong St.;
0051;建國農安街口;44;24;中山區;25.065031;121.536775;建國北路/農安街口(中油旁邊空地);Zhongshan Dist.;Jianguo & Nongan Intersection;(Behind empty area of CPC coporation) Jianguo N. Rd. & Nong’an St.;
0052;建國長春路口;30;7;中山區;25.054761;121.536925;建國北路/長春路口(北側);Zhongshan Dist.;Jianguo & Changchun Intersection;The N. side of Jianguo N. Rd. & Changchun Rd.;
0053;八德市場;26;5;中山區;25.044781;121.536609;建國南路一段/市民大道交叉口(北側);Zhongshan Dist.;Bade Market;The intersection of Sec.1, Jianguo S. Rd. & Civic Blvd.;
0054;臺北市立圖書館(總館);30;16;大安區;25.028798;121.538073;建國南路二段/建國南路二段151巷(東北側);Daan Dist.;Taipei Public Library;The N.E. side of Sec. 2, Jianguo S. Rd. & Ln. 151, Sec. 2, Jianguo S. Rd.;
0055;臺北田徑場;46;12;松山區;25.049505;121.549408;敦化北路3號;Songshan Dist.;Taipei Stadium;No.3, Dunhua N. Rd.;
0056;仁愛林森路口;42;10;中正區;25.038954;121.522334;林森南路/仁愛路一段路口(東北側);Zhongzheng Dist.;Renai & Linsen Intersection;The N.E. side of Linsen S. Rd & Sec. 1, Ren’ai Rd.(42);
0057;新生和平路口;46;11;大安區;25.026217;121.53519;新生南路二段/和平東路二段(東北側);Daan Dist.;Xinsheng & Heping Intersection;The N.E. side of Sec. 2, Xinsheng S. Rd. & Sec. 2, Heping E. Rd;
0058;捷運善導寺站(1號出口);48;11;中正區;25.045267;121.522200;天津街/忠孝東路一段(東北側);Zhongzheng Dist.;MRT Shandao Temple Sta(Exit 1);The N.E. side of Tianjin St. & Sec. 1, Zhongxiao E. Rd.;
0059;林森公園;32;1;中山區;25.052227;121.525805;林森北路/南京東路一段;Zhongshan Dist.;Linsen Park;Linsen N. Rd. & Sec. 1, Nanjing E. Rd.;
0060;中山行政中心;30;0;中山區;25.064317;121.533487;松江路/農安街口;Zhongshan Dist.;Zhongshan Dist. Admin. Office;Songjiang Rd. & Nong’an St.;
0061;台灣科技大學;46;23;大安區;25.0131;121.539723;基隆路四段/基隆路四段73巷交叉口;Daan Dist.;N.T.U.S.T;The intersection of Sec. 4, Keelung Rd. & Ln. 73, Sec. 4, Keelung Rd;
0062;南昌公園;34;6;中正區;25.026827;121.520258;和平西路一段/南昌路;Zhongzheng Dist.;Nanchang Park;Sec. 1, Heping W. Rd.& Nanchang Rd.;
0063;仁愛醫院;36;7;大安區;25.037569;121.545632;大安路一段/仁愛路四段;Daan Dist.;Taipei City Hospital Renai Branch;Da’an Rd. & Sec. 4, Sinyi Rd.;
0064;國家圖書館;50;29;中正區;25.037773;121.517029;中山南路/貴陽街口(西南側);Zhongzheng Dist.;National Central Library;The S.W. side of Zhongshan S. Rd. & Guiyang St.;
0065;青年公園3號出口;38;21;萬華區;25.022725;121.502708;青年路/青年路106巷(東側);Wanhua Dist.;Youth Park Exit 3;The E. side of Qingnian Rd. & Ln. 106, Qingnian Rd.;
0066;師範大學公館校區;42;13;文山區;25.007528;121.537188;師大公館校區校門口(汀州路側);Wenshan Dist.;NTNU Gongguan Campus;The side of Tingzhou Rd. (National Taiwan Normal University- Gongguan Campus);
0067;捷運臺大醫院(4號出口);48;17;中正區;25.042973;121.516428;公園路/襄陽路(西南側);Zhongzheng Dist.;MRT Nat’l Taiwan U. Hospital Sta.(Exit 4);The S.W. side of Gongyuan Rd. & Siangyang Rd.;
0068;國興青年路口;36;1;萬華區;25.025865;121.506536;國興路/青年路(西南側);Wanhua Dist.;Guoxing & Qingnian Intersection;The S.W. side of Guoxing Rd. & Qingnian Rd.;
0069;興豐公園;34;1;文山區;24.999837;121.547778;興隆路二段123巷/興隆路二段(西北側);Wenshan Dist.;Xingfong Park;The N.W. side of Ln. 123, Sec. 2, Xinglong Rd. & Sec. 2, Xinglong Rd.;
0070;捷運台北101/世貿站;52;27;信義區;25.032752;121.561645;莊敬路/信義線五段(東南側);Xinyi Dist.;MRT Taipei 101/World Trade Center Sta.;The S.E. side of Zhuangjing Rd. & Sec. 5, Xinyi Rd.;
0071;捷運信義安和站;30;4;大安區;25.032985;121.554204;通化街/信義路四段(西南側);Daan Dist.;MRT Xinyi Anhe Sta.;The S.W. side of Tonghua St. & Sec. 4, Xinyi Road., Daan Dist.;
0072;新生長安路口;42;9;中山區;25.048611;121.529346;新生北路一段/長安東路二段交叉口(北側);Zhongshan Dist.;Xinsheng & Changan Intersection;The intersection of Sec. 1, Xinsheng N. Rd. & Sec. 2, Chang’an E. Rd.;
0073;酒泉延平路口;32;13;大同區;25.072228;121.510195;延平北路四段/酒泉街(西北側);Datong Dist.;Jiuquan & Yanping Intersection;The N.W. side of Sec. 4, Yanping N. Rd. & Jiuquan St.;
0074;信義連雲街口;40;8;中正區;25.033817;121.530547;信義路二段/連雲街(東北側);Zhongzheng Dist.;Xinyi & Lianyun Intersection;The N.S. side of Lianyun St. & Sec. 2, Xinyi Rd.;
0075;基隆光復路口;30;4;信義區;25.0300508;121.557635;基隆路二段/光復南路(東北側);Xinyi Dist.;Keelung & Guangfu Intersection;The intersection of Sec. 2, Keelung Rd. & Guangfu S. Rd.;
0076;新生長春路口;36;3;中山區;25.056387;121.527522;新生北路二段/新生北路二段68巷交叉口(新生橋下);Zhongshan Dist.;Xinsheng & Changchun Intersection;Under the bridge- the intersection of Sec. 2, Xinsheng N. Rd. & Ln. 68, Sec. 2, Xinsheng N. Rd.;
0077;民生活動中心;32;1;松山區;25.059147;121.56297;民生東路五段/三民路口(西北側);Songshan Dist.;Minsheng Activity Center;The N.W. side of Sec. 5, Minsheng E. Rd. & Sanmin Rd.;
